species_code,taxocode,scientific_name,english_name,french_name,spanish_name,arabic_name,chinese_name,russian_name,author,family,order,stats_data,isscaap_code,isscaap_group_en,isscaap_group_fr,isscaap_group_es,isscaap_division_code,isscaap_division_en,isscaap_division_fr,isscaap_division_es
DIH,1703903308,Diplodus holbrooki,Spottail seabream,Sar cotonnier,Sargo cotonero,أُسبور قُطني,霍氏重牙鲷,,(Bean 1878),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DIJ,1703903310,Diplodus fasciatus,Banded seabream,,,,,,(Valenciennes 1830),Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SWJ,1703903311,Diplodus noct,Red Sea seabream,Sar de la Mer Rouge,Sargo del Mar Rojo,,,,(Valenciennes 1830),Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DHQ,1703903312,Diplodus bellottii,Senegal seabream,Sparaillon africain,Raspallón senegalés,,,,(Steindachner 1882),Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DHY,1703903313,Diplodus prayensis,Two-banded seabream,Sar à tête noire du Cap Vert,,,,,Cadenat 1964,Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SRG,17039033XX,Diplodus spp,Sargo breams nei,"Sars, sparaillons nca","Sargos, raspallones nep",,,Морские караси,,Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CFT,1703903401,Calamus taurinus,Galapagos porgy,,,,,,(Jenyns 1840),Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CFN,1703903402,Calamus arctifrons,Grass porgy,,,,,,Goode & Bean 1882,Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CBD,1703903403,Calamus bajonado,Jolthead porgy,Daubenet trembleur,Pluma bajonado,,,,(Bloch & Schneider 1801),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CKQ,1703903404,Calamus brachysomus,Pacific porgy,,,,,,(Lockington 1880),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CMV,1703903405,Calamus calamus,Saucereye porgy,Daubenet loto,,,,,(Valenciennes 1830),Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CFO,1703903406,Calamus proridens,Littlehead porgy,,,,,,Jordan & Gilbert 1884,Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CFE,1703903407,Calamus penna,Sheepshead porgy,Daubanet bélier,,,,,(Valenciennes 1830),Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
PRG,17039034XX,Calamus spp,Porgies,Daubenets,Plumas,,,Порги,,Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DEP,1703906001,Dentex gibbosus,Pink dentex,Gros denté rose,Sama de pluma,,,,(Rafinesque 1810),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DEL,1703906002,Dentex macrophthalmus,Large-eye dentex,Denté à gros yeux,Cachucho,,,Зубан большеглазый,(Bloch 1791),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DEN,1703906004,Dentex canariensis,Canary dentex,Denté à tache rouge,Chacarona de Canarias,,,,Steindachner 1881,Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DEC,1703906006,Dentex dentex,Common dentex,Denté commun,Dentón,,,Зубан обыкновенный,(Linnaeus 1758),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DEA,1703906010,Dentex angolensis,Angolan dentex,Denté angolais,Dentón angoleño,,,,Poll & Maul 1953,Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DNC,1703906011,Dentex congoensis,Congo dentex,Denté congolais,Dentón congolés,,,,Poll 1954,Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DEM,1703906012,Dentex maroccanus,Morocco dentex,Denté du Maroc,Sama marroquí,,,,Valenciennes 1830,Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DTT,1703906013,Dentex tumifrons,Yellowback seabream,,,,,,(Temminck & Schlegel 1843),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DTF,1703906014,Dentex barnardi,Barnard dentex,Denté austral,Chacarona sureña,,,,(Cadenat 1970),Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DEX,17039060XX,Dentex spp,Dentex nei,Dentés nca,Dentones y samas nep,,,Зубаны,,Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
BRB,1703906302,Spondyliosoma cantharus,Black seabream,Dorade grise,Chopa,,,,(Linnaeus 1758),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
STJ,1703906303,Spondyliosoma emarginatum,Steentjie seabream,Dorade australe,Chopa austral,مرجان أُسترالي,绒牙锥鲷,,(Valenciennes 1830),Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SBS,1703907601,Oblada melanura,Saddled seabream,Oblade,Oblada,,,,(Linnaeus 1758),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SPH,1703910201,Archosargus probatocephalus,Sheepshead,Rondeau mouton,Sargo chopa,,,,(Walbaum 1792),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
AVB,1703910202,Archosargus rhomboidalis,Western Atlantic seabream,Rondeau brème,Sargo amarillo,,,,(Linnaeus 1758),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
KBR,1703910501,Argyrops spinifer,King soldier bream,Spare royal,Sargo real,,,,(Forsskål 1775),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
KBB,1703910502,Argyrops bleekeri,Taiwan tai,,,,,,Oshima 1927,Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
KBK,1703910503,Argyrops filamentosus,Soldierbream,Spare soldat,Sargo soldado,,,,(Valenciennes 1830),Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SLF,1703910701,Argyrozona argyrozona,Carpenter seabream,Denté charpentier,Dentón carpintero,,,,(Valenciennes 1830),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SLD,1703911802,Cheimerius nufar,Santer seabream,Denté nufar,Dentón nufar,,,,(Valenciennes 1830),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CYM,1703912601,Cymatoceps nasutus,Black musselcracker,Spare nasique,Sargo narigón,أُسبور نَزيك,框鳞鲷,,(Castelnau 1861),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
BSC,1703919101,Pagrus caeruleostictus,Bluespotted seabream,Pagre à points bleus,Hurta(=Zapata),,,,(Valenciennes 1830),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RPG,1703919103,Pagrus pagrus,Red porgy,Pagre rouge,Pargo,,,Пагр обыкновенный,(Linnaeus 1758),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
REA,1703919109,Pagrus auriga,Redbanded seabream,Pagre rayé,Pargo sémola,,,,Valenciennes 1843,Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
GSU,1703919115,Pagrus auratus,Silver seabream,Dorade,Dorada del Pacífico,,金赤鲷,Пагр розовый (=люциан австралийский),(Bloch & Schneider 1801),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
REV,1703919116,Pagrus major,Japanese seabream,Dorade japonaise,Dorada del Japón,,真鲷,,(Temminck & Schlegel 1843),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
QCQ,1703919117,Pagrus africanus,Southern common seabream,Pagre des tropiques,Pargo sureño,,,,Akazaki 1962,Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SBP,17039191XX,Pagrus spp,Pargo breams nei,Dorades nca,Pargos nep,,,,,Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RER,1703920301,Petrus rupestris,Red steenbras,Denté du Cap,Dentón del Cabo,,,,(Valenciennes 1830),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
OTA,1703921501,Porcostoma dentata,Dane seabream,,,,,,(Gilchrist & Thompson 1908),Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
PGA,1703922001,Pterogymnus laniarius,Panga seabream,Spare panga,Sargo panga,,,,(Valenciennes 1830),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
WSN,1703922401,Rhabdosargus globiceps,White stumpnose,Sargue australe,Pargo ñato,,,,(Valenciennes 1830),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RSS,1703922402,Rhabdosargus sarba,Goldlined seabream,Sargue doré,Sargo dorado,,,,(Forsskål 1775),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
ROH,1703922404,Rhabdosargus holubi,Cape stumpnose,,,,,,(Steindachner 1881),Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RTH,1703922405,Rhabdosargus thorpei,Bigeye stumpnose,Sargue à gros yeux,,,,,Smith 1979,Sparidae,Percoidei,No,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RXS,1703922406,Rhabdosargus haffara,Haffara seabream,Sargue haffara,Sargo hafará,,,,(Forsskål 1775),Sparidae,Percoidei,Yes,33.0,Miscellaneous coastal fishes,Poissons côtiers divers,Peces costeros diversos,3.0,Marine fishes,Poissons marins,Peces marinos
